,Sym,Name,Industry,M Cap,%5d
1328,OCC,ORTHOCELL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",$304M,10.8
1329,OSM,OSMOND RESOURCES LIMITED,Materials,$38M,3.750000000000003
1330,OSX,OSTEOPORE LIMITED,Health Care Equipment & Services,$4M,-5.405405405405392
1331,OEL,OTTO ENERGY LIMITED,Energy,$48M,0.0
1332,OVT,OVANTI LIMITED,Media & Entertainment,$40M,6.250000000000005
1333,OZM,OZAURUM RESOURCES LIMITED,Materials,$4M,15.384615384615387
1334,OZZ,OZZ RESOURCES LIMITED,Materials,NaN,0.0
1335,PGO,PACGOLD LIMITED,Materials,$10M,1.3513513513513526
1336,PAC,PACIFIC CURRENT GROUP LIMITED,Financial Services,$616M,0.7627118644067784
1337,PEB,PACIFIC EDGE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",$110M,0.0
1338,PNM,PACIFIC NICKEL MINES LIMITED,Materials,NaN,0.0
1339,PSQ,PACIFIC SMILES GROUP LIMITED,Health Care Equipment & Services,$315M,0.1280409731114043
1340,PGH,PACT GROUP HOLDINGS LTD,Materials,$275M,1.234567901234569
1341,PCK,PAINCHEK LTD,Health Care Equipment & Services,$45M,3.84615384615385
1342,PDN,PALADIN ENERGY LTD,Energy,$3B,-1.792573623559535
1343,PAM,PAN ASIA METALS LIMITED,Materials,$10M,1.8867924528301905
1344,PCL,PANCONTINENTAL ENERGY NL,Energy,$155M,8.333333333333341
1345,PFE,PANTERA LITHIUM LIMITED,Materials,$8M,1.927470528863119e-14
1346,PNT,PANTHER METALS LTD,Materials,$3M,20.0
1347,PNR,PANTORO LIMITED,Materials,$587M,1.1235955056179785
1348,PPY,PAPYRUS AUSTRALIA LIMITED,Materials,$6M,-9.090909090909085
1349,PBL,PARABELLUM RESOURCES LIMITED,Materials,$3M,0.0
1350,PAR,PARADIGM BIOPHARMACEUTICALS LIMITED..,"Pharmaceuticals, Biotechnology & Life Sciences",$146M,8.219178082191789
1351,PGC,PARAGON CARE LIMITED,Health Care Equipment & Services,$828M,2.040816326530614
1352,PKD,PARKD LTD,Commercial & Professional Services,$2M,0.0
1353,PWN,PARKWAY CORPORATE LIMITED,Materials,$30M,4.761904761904749
1354,PL3,PATAGONIA LITHIUM LTD,Materials,$6M,6.250000000000005
1355,PSL,PATERSON RESOURCES LTD,Materials,$5M,9.999999999999993
1356,PMT,PATRIOT BATTERY METALS INC.,Materials,$588M,15.06849315068493
1357,PAT,PATRIOT LITHIUM LIMITED,Materials,$5M,0.0
1358,PTN,PATRONUS RESOURCES LIMITED,Materials,$82M,0.0
1359,PAB,PATRYS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",$8M,0.0
1360,PUA,PEAK MINERALS LIMITED,Materials,$20M,-11.111111111111104
1361,PEK,PEAK RARE EARTHS LIMITED,Materials,$34M,0.0
1362,PKO,PEAKO LIMITED,Materials,$3M,50.0
1363,PLG,PEARL GULL IRON LIMITED,Materials,$3M,0.0
1364,PEX,PEEL MINING LIMITED,Materials,$70M,0.0
1365,PPC,PEET LIMITED,Real Estate Management & Development,$679M,-0.6849315068493157
1366,PCG,PENGANA CAPITAL GROUP LIMITED,Financial Services,$91M,2.222222222222224
1367,PCX,PENGANA GLOBAL PRIVATE CREDIT TRUST,Not Applic,$171M,-0.9852216748768264
1368,PIA,PENGANA INTERNATIONAL EQUITIES LIMITED,Not Applic,$310M,-0.8163265306122456
1369,PE1,PENGANA PRIVATE EQUITY TRUST,Not Applic,$366M,13.223140495867781
1370,PEN,PENINSULA ENERGY LIMITED,Energy,$208M,21.145374449339208
1371,5GG,PENTANET LIMITED,Telecommunication Services,$13M,-1.6393442622950836
1372,PPE,PEOPLEIN LIMITED,Commercial & Professional Services,$100M,1.5789473684210542
1373,PPM,PEPPER MONEY LIMITED,Financial Services,$609M,-2.1201413427561855
1374,PIL,PEPPERMINT INNOVATION LIMITED,Software & Services,$11M,0.0
1375,PER,PERCHERON THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",$8M,14.285714285714286
1376,PGD,PEREGRINE GOLD LTD,Materials,$8M,-8.69565217391305
1377,PRN,PERENTI LIMITED,Materials,$1B,-0.1766784452296782
1378,PCI,PERPETUAL CREDIT INCOME TRUST,Not Applic,$569M,0.8547008547008556
1379,PIC,PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,Not Applic,$454M,1.709401709401711
1380,PPT,PERPETUAL LIMITED,Financial Services,$2B,-0.8000000000000007
1381,PEC,PERPETUAL RESOURCES LIMITED,Materials,$11M,7.6923076923077
1382,PRU,PERSEUS MINING LIMITED,Materials,$3B,-2.6415094339622582
1383,PWR,PETER WARREN AUTOMOTIVE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,$257M,1.3289036544850659
1384,PTR,PETRATHERM LTD,Materials,$93M,1.7543859649122824
1385,PXA,PEXA GROUP LIMITED,Real Estate Management & Development,$2B,1.0752688172043054
1386,PHX,PHARMX TECHNOLOGIES LIMITED,Software & Services,$44M,4.28571428571427
1387,PHO,PHOSCO LTD,Materials,$18M,-1.5384615384615399
1388,PET,PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED,Commercial & Professional Services,NaN,0.0
1389,PR2,PICHE RESOURCES LIMITED,Class Pend,$10M,-2.4390243902439046
1390,PLL,PIEDMONT LITHIUM INC.,Materials,$295M,5.357142857142861
1391,PLS,PILBARA MINERALS LIMITED,Materials,$7B,3.0516431924882608
1392,PGY,PILOT ENERGY LIMITED,Energy,NaN,0.0
1393,PNI,PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED,Financial Services,$5B,1.37554585152839
1394,PIM,PINNACLE MINERALS LIMITED,Materials,$2M,0.0
1395,PNC,PIONEER CREDIT LIMITED,Financial Services,$84M,3.921568627450984
1396,PLN,PIONEER LITHIUM LIMITED,Materials,$10M,0.0
1397,PVT,PIVOTAL METALS LIMITED,Materials,$7M,-12.5
1398,PGM,PLATINA RESOURCES LIMITED,Materials,$11M,0.0
1399,PAI,PLATINUM ASIA INVESTMENTS LIMITED,Not Applic,$379M,1.980198019801982
1400,PTM,PLATINUM ASSET MANAGEMENT LIMITED,Financial Services,$387M,7.692307692307699
1401,PMC,PLATINUM CAPITAL LIMITED,Not Applic,$413M,1.079136690647491
1402,PL8,PLATO INCOME MAXIMISER LIMITED.,Not Applic,$932M,0.20080321285140132
1403,PLY,PLAYSIDE STUDIOS LIMITED,Media & Entertainment,$170M,2.469135802469138
1404,PLT,PLENTI GROUP LIMITED,Financial Services,$118M,1.5151515151515165
1405,PGF,PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,Not Applic,$1B,-1.3333333333333246
1406,PVE,PO VALLEY ENERGY LIMITED,Energy,$43M,23.333333333333332
1407,POD,PODIUM MINERALS LIMITED,Materials,$19M,0.0
1408,3DP,POINTERRA LIMITED,Software & Services,$31M,-2.5641025641025665
1409,PBH,POINTSBET HOLDINGS LIMITED,Consumer Services,$320M,1.5000000000000124
1410,PXX,POLARX LIMITED,Materials,$17M,0.0
1411,POL,POLYMETALS RESOURCES LTD,Materials,$154M,1.2422360248447215
1412,PNV,POLYNOVO LIMITED,Health Care Equipment & Services,$1B,6.467661691542306
1413,POS,POSEIDON NICKEL LIMITED,Materials,$17M,0.0
1414,PNN,POWER MINERALS LIMITED,Materials,$11M,-2.1052631578947385
1415,PVL,POWERHOUSE VENTURES LIMITED,Financial Services,$12M,3.2608695652173942
1416,PPS,PRAEMIUM LIMITED,Software & Services,$351M,-1.342281879194632
1417,PDI,PREDICTIVE DISCOVERY LIMITED,Materials,$552M,2.1739130434782625
1418,PMV,PREMIER INVESTMENTS LIMITED,Consumer Discretionary Distribution & Retail,$5B,0.6423982869379041
1419,PLC,PREMIER1 LITHIUM LIMITED,Class Pend,$3M,0.0
1420,PTX,PRESCIENT THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",$39M,14.285714285714281
1421,PTL,PRESTAL HOLDINGS LIMITED,Household & Personal Products,$14M,6.250000000000005
1422,PFG,PRIME FINANCIAL GROUP LIMITED,Financial Services,$56M,0.0
1423,PRG,PRL GLOBAL LTD,Materials,NaN,0.8333333333333341
1424,PME,PRO MEDICUS LIMITED,Health Care Equipment & Services,$26B,2.397794029492878
1425,PPG,PRO-PAC PACKAGING LIMITED,Materials,$5M,35.0
1426,PRX,PRODIGY GOLD NL,Materials,$6M,0.0
1427,PRM,PROMINENCE ENERGY LIMITED,Energy,$2M,0.0
1428,PFP,PROPEL FUNERAL PARTNERS LIMITED,Consumer Services,$813M,3.3509700176366914
1429,PHL,PROPELL HOLDINGS LIMITED,Financial Services,$6M,0.0
1430,PRO,PROPHECY INTERNATIONAL HOLDINGS LIMITED,Software & Services,$40M,0.0
1431,PRS,PROSPECH LIMITED.,Materials,$9M,-3.333333333333325
1432,PSC,PROSPECT RESOURCES LIMITED,Materials,$53M,3.4883720930232593
1433,PIQ,PROTEOMICS INTERNATIONAL LABORATORIES LTD,"Pharmaceuticals, Biotechnology & Life Sciences",$81M,-3.9370078740157513
1434,PV1,PROVARIS ENERGY LTD,Energy,$12M,11.764705882352931
1435,PRL,PROVINCE RESOURCES LTD,Materials,NaN,0.0
1436,PFT,PURE FOODS TASMANIA LIMITED,"Food, Beverage & Tobacco",NaN,0.0
1437,PH2,PURE HYDROGEN CORPORATION LIMITED,Energy,$41M,4.99999999999999
1438,PR1,PURE RESOURCES LIMITED,Materials,$5M,0.0
1439,PPL,PUREPROFILE LTD,Media & Entertainment,$37M,3.030303030303033
1440,PO3,PURIFLOH LIMITED,Utilities,NaN,0.0
1441,PUR,PURSUIT MINERALS LTD,Materials,$8M,-4.545454545454549
1442,PVW,PVW RESOURCES LIMITED,Materials,$3M,7.6923076923077
1443,PWH,PWR HOLDINGS LIMITED,Automobiles & Components,$799M,1.4962593516209601
1444,PYC,PYC THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",$653M,-3.014184397163104
1445,QAN,QANTAS AIRWAYS LIMITED,Transportation,$14B,2.584269662921353
1446,QBE,QBE INSURANCE GROUP LIMITED,Insurance,$29B,0.46583850931676946
1447,QEM,QEM LIMITED,Materials,$9M,52.94117647058824
1448,QML,QMINES LIMITED,Materials,$18M,3.773584905660381
1449,QOR,QORIA LIMITED,Software & Services,$620M,8.888888888888884
1450,QPM,QPM ENERGY LIMITED,Materials,$129M,3.9215686274509842
1451,QAL,QUALITAS LIMITED,Real Estate Management & Development,$792M,1.492537313432837
1452,QRI,QUALITAS REAL ESTATE INCOME FUND,Financial Services,$788M,1.5105740181268827
1453,QGL,QUANTUM GRAPHITE LIMITED,Materials,$172M,6.382978723404261
1454,QUB,QUBE HOLDINGS LIMITED,Transportation,$7B,2.5641025641025665
1455,QUE,QUESTE COMMUNICATIONS LIMITED,Financial Services,$1M,0.0
1456,QFE,QUICKFEE LIMITED,Financial Services,$41M,0.0
1457,QHL,QUICKSTEP HOLDINGS LIMITED,Capital Goods,$40M,40.50632911392406
1458,QXR,QX RESOURCES LIMITED,Materials,$5M,0.0
1459,RAC,RACE ONCOLOGY LTD,"Pharmaceuticals, Biotechnology & Life Sciences",$239M,3.3962264150943513
1460,RAD,RADIOPHARM THERANOSTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",$51M,9.523809523809517
1461,RAG,RAGNAR METALS LIMITED,Materials,$9M,-5.000000000000004
1462,RAS,RAGUSA MINERALS LTD,Materials,$2M,-8.333333333333341
1463,RDN,RAIDEN RESOURCES LIMITED,Materials,$38M,-4.545454545454534
1464,RZI,RAIZ INVEST LIMITED,Financial Services,$59M,-4.464285714285718
1465,REP,RAM ESSENTIAL SERVICES PROPERTY FUND,Equity Real Estate Investment Trusts (REITs),$295M,2.5210084033613467
1466,RMS,RAMELIUS RESOURCES LIMITED,Materials,$2B,-0.4629629629629736
1467,RHC,RAMSAY HEALTH CARE LIMITED,Health Care Equipment & Services,$8B,-0.7475560667049971
1468,RND,RAND MINING LIMITED,Materials,$86M,-2.564102564102566
1469,RAN,RANGE INTERNATIONAL LIMITED,Materials,NaN,0.0
1470,RLL,RAPID LITHIUM LIMITED,Materials,$4M,15.740740740740742
1471,RPG,RAPTIS GROUP LIMITED,Real Estate Management & Development,$635K,0.0
1472,RFA,RARE FOODS AUSTRALIA LIMITED,"Food, Beverage & Tobacco",$8M,-3.333333333333325
1473,REE,RAREX LIMITED,Materials,$6M,0.0
1474,RTH,RAS TECHNOLOGY HOLDINGS LIMITED,Commercial & Professional Services,$41M,0.0
1475,RBR,RBR GROUP LIMITED,Materials,$3M,0.0
1476,REA,REA GROUP LTD,Media & Entertainment,$31B,-0.4338120709261682
1477,RR1,REACH RESOURCES LIMITED,Materials,$6M,7.6923076923077
1478,RCL,READCLOUD LIMITED,Software & Services,$12M,-1.250000000000001
1479,RDY,READYTECH HOLDINGS LIMITED,Software & Services,$375M,1.4560301962297137e-14
1480,RCE,RECCE PHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",$107M,2.222222222222224
1481,REC,RECHARGE METALS LIMITED,Materials,$5M,-12.499999999999995
1482,RKN,RECKON LIMITED,Software & Services,$67M,5.263157894736847
1483,RFT,RECTIFIER TECHNOLOGIES LTD,Capital Goods,$14M,0.0
1484,RHK,RED HAWK MINING LIMITED,Materials,$160M,1.8292682926829285
1485,RHI,RED HILL MINERALS LIMITED,Materials,$265M,0.0
1486,RDM,RED METAL LIMITED,Materials,$36M,4.99999999999999
1487,RMX,RED MOUNTAIN MINING LIMITED,Materials,$5M,0.0
1488,ROG,RED SKY ENERGY LIMITED.,Energy,$60M,-12.499999999999996
1489,RC1,REDCASTLE RESOURCES LIMITED,Materials,$7M,12.50000000000001
1490,RFX,REDFLOW LIMITED,Capital Goods,NaN,0.0
1491,RIL,REDIVIUM LIMITED,Materials,NaN,0.0
1492,RDX,REDOX LIMITED,Capital Goods,$2B,9.181141439205959
1493,RDS,REDSTONE RESOURCES LIMITED,Materials,$3M,0.0
1494,REH,REECE LIMITED,Capital Goods,$15B,0.21748586341888088
1495,RLC,REEDY LAGOON CORPORATION LIMITED,Materials,$2M,0.0
1496,RCT,REEF CASINO TRUST,Consumer Services,$145M,-0.34246575342465024
1497,RG8,REGAL ASIAN INVESTMENTS LIMITED,Not Applic,$301M,3.030303030303033
1498,RF1,REGAL INVESTMENT FUND,Not Applic,$731M,-0.8823529411764649
1499,RPL,REGAL PARTNERS LIMITED,Financial Services,$1B,6.432748538011702
1500,R8R,REGENER8 RESOURCES NL,Materials,$7M,0.0
1501,RGN,REGION GROUP,Equity Real Estate Investment Trusts (REITs),$3B,2.32558139534885
1502,REX,REGIONAL EXPRESS HOLDINGS LIMITED,Transportation,NaN,0.0
1503,REG,REGIS HEALTHCARE LIMITED,Health Care Equipment & Services,$2B,-0.6269592476489034
1504,RRL,REGIS RESOURCES LIMITED,Materials,$2B,-0.3773584905660297
1505,RWC,RELIANCE WORLDWIDE CORPORATION LIMITED,Capital Goods,$4B,1.3725490196078487
1506,REM,REMSENSE TECHNOLOGIES LIMITED,Capital Goods,$4M,0.0
1507,RNU,RENASCOR RESOURCES LIMITED,Materials,$145M,8.928571428571425
1508,RNX,RENEGADE EXPLORATION LIMITED,Materials,$6M,0.0
1509,RLT,RENERGEN LIMITED,Energy,$83M,-7.086614173228352
1510,RNV,RENERVE LIMITED,Health Care Equipment & Services,$26M,21.428571428571427
1511,RNT,RENT.COM.AU LIMITED,Media & Entertainment,$14M,-9.999999999999993
1512,RNE,RENU ENERGY LIMITED,Utilities,NaN,0.0
1513,RMC,RESIMAC GROUP LTD,Financial Services,$380M,-0.7731958762886548
1514,RMD,RESMED INC,Health Care Equipment & Services,$54B,1.3809910641754617
1515,RSG,RESOLUTE MINING LIMITED,Materials,$830M,-1.8518518518518534
1516,RML,RESOLUTION MINERALS LTD,Materials,$3M,1.3344026738283132e-14
1517,RHT,RESONANCE HEALTH LIMITED,Health Care Equipment & Services,$23M,1.923076923076925
1518,RBX,RESOURCE BASE LIMITED.,Materials,$4M,1.927470528863119e-14
1519,RDG,RESOURCE DEVELOPMENT GROUP LIMITED,Capital Goods,$62M,0.0
1520,RMI,RESOURCE MINING CORPORATION LIMITED,Materials,$3M,0.0
1521,REZ,RESOURCES & ENERGY GROUP LIMITED,Materials,$16M,33.33333333333335
1522,RAU,RESOURO STRATEGIC METALS INC.,Materials,$19M,-6.976744186046505
1523,RSH,RESPIRI LIMITED,Health Care Equipment & Services,$103M,5.555555555555561
1524,RBD,RESTAURANT BRANDS NEW ZEALAND LIMITED,Consumer Services,$433M,0.0
1525,RFG,RETAIL FOOD GROUP LIMITED,Consumer Services,$159M,1.5686274509803937
1526,RRR,REVOLVER RESOURCES HOLDINGS LTD,Materials,$8M,10.714285714285712
1527,RWD,REWARD MINERALS LTD,Materials,$16M,-4.687500000000004
1528,RXH,REWARDLE HOLDINGS LIMITED,Media & Entertainment,NaN,0.0
1529,REY,REY RESOURCES LIMITED,Energy,$8M,0.0
1530,RHY,RHYTHM BIOSCIENCES LIMITED,Health Care Equipment & Services,$24M,-1.2195121951219523
1531,SGLLV,RICEGROWERS LIMITED,"Food, Beverage & Tobacco",$671M,3.1434184675835
1532,RVT,RICHMOND VANADIUM TECHNOLOGY LIMITED,Materials,$47M,-6.818181818181812
1533,RIC,RIDLEY CORPORATION LIMITED,"Food, Beverage & Tobacco",$859M,1.4869888475836446
1534,RIE,RIEDEL RESOURCES LIMITED,Materials,$2M,-8.823529411764714
1535,RIM,RIMFIRE PACIFIC MINING LIMITED,Materials,$82M,-2.7777777777777612
1536,RCR,RINCON RESOURCES LIMITED,Materials,$3M,-4.1666666666666705
1537,RIO,RIO TINTO LIMITED,Materials,$43B,-0.5025553662691681
1538,RGL,RIVERSGOLD LIMITED,Materials,$7M,33.333333333333336
1539,RLF,RLF AGTECH LTD,Materials,$9M,-22.500000000000004
1540,RMY,RMA GLOBAL LIMITED,Media & Entertainment,$27M,-9.090909090909085
1541,ROC,ROCKETBOOTS LIMITED,Software & Services,$9M,-13.095238095238106
1542,RKT,ROCKETDNA LTD.,Technology Hardware & Equipment,$12M,-4.0000000000000036
1543,RON,RONIN RESOURCES LTD,Materials,$7M,20.0
1544,RLG,ROOLIFE GROUP LTD,Media & Entertainment,$6M,0.0
1545,RXL,ROX RESOURCES LIMITED,Materials,$98M,11.111111111111121
1546,RPM,RPM AUTOMOTIVE GROUP LIMITED,Automobiles & Components,$19M,0.0
1547,RUL,RPMGLOBAL HOLDINGS LIMITED,Software & Services,$656M,3.36700336700337
1548,RTG,RTG MINING INC.,Materials,$28M,4.1666666666666705
1549,RWL,RUBICON WATER LIMITED,Technology Hardware & Equipment,$70M,-3.3333333333333366
1550,RB6,RUBIX RESOURCES LIMITED,Materials,$5M,0.0
1551,RTR,RUMBLE RESOURCES LIMITED,Materials,$38M,2.3809523809523827
1552,RFF,RURAL FUNDS GROUP,Equity Real Estate Investment Trusts (REITs),$688M,4.360465116279067
1553,RYD,RYDER CAPITAL LIMITED,Not Applic,$105M,0.0
1554,S2R,S2 RESOURCES LTD,Materials,$29M,0.0
1555,SBR,SABRE RESOURCES LIMITED,Materials,$4M,0.0
1556,SRH,SAFEROADS HOLDINGS LIMITED,Transportation,$2M,0.0
1557,SAN,SAGALIO ENERGY LIMITED,Energy,$1M,0.0
1558,SB2,SALTER BROTHERS EMERGING COMPANIES LIMITED,Not Applic,$69M,-0.6289308176100634
1559,SFR,SANDFIRE RESOURCES LIMITED,Materials,$4B,2.588996763754048
1560,SNC,SANDON CAPITAL INVESTMENTS LIMITED,Not Applic,$112M,0.6535947712418306
1561,SFM,SANTA FE MINERALS LTD,Materials,$2M,0.0
1562,SMI,SANTANA MINERALS LIMITED,Materials,$290M,5.4945054945054865
1563,STO,SANTOS LIMITED,Energy,$21B,2.9874213836477908
1564,SRR,SARAMA RESOURCES LTD,Materials,$10M,-6.451612903225802
1565,SGA,SARYTOGAN GRAPHITE LIMITED,Materials,$10M,4.761904761904766
1566,STN,SATURN METALS LIMITED,Materials,$68M,7.692307692307685
1567,SND,SAUNDERS INTERNATIONAL LIMITED,Capital Goods,$114M,1.0526315789473695
1568,SVG,SAVANNAH GOLDFIELDS LIMITED,Materials,$6M,0.0
1569,SYA,SAYONA MINING LIMITED,Materials,$300M,12.499999999999996
1570,SCP,SCALARE PARTNERS HOLDINGS LIMITED,Consumer Staples Distribution & Retail,$14M,-22.500000000000004
1571,SCG,SCENTRE GROUP,Equity Real Estate Investment Trusts (REITs),$18B,2.9154518950437343
1572,SFC,SCHAFFER CORPORATION LIMITED,Automobiles & Components,$300M,2.9864675688287474
1573,SDV,SCIDEV LTD,Materials,$108M,-0.8771929824561218
1574,SCN,SCORPION MINERALS LIMITED,Materials,$5M,0.0
1575,SCT,SCOUT SECURITY LIMITED,Consumer Services,NaN,0.0
1576,SDI,SDI LIMITED,Health Care Equipment & Services,$139M,1.2987012987012903
1577,SFG,SEAFARMS GROUP LIMITED,"Food, Beverage & Tobacco",$10M,0.0
1578,SEK,SEEK LIMITED,Media & Entertainment,$8B,-1.495087569414786
1579,SHV,SELECT HARVESTS LIMITED,"Food, Beverage & Tobacco",$603M,4.347826086956537
1580,SWF,SELFWEALTH LIMITED,Financial Services,$57M,-1.0204081632652957
1581,SEN,SENETAS CORPORATION LIMITED,Technology Hardware & Equipment,$41M,8.695652173913052
1582,SNS,SENSEN NETWORKS LIMITED,Software & Services,$29M,-12.195121951219507
1583,SEQ,SEQUOIA FINANCIAL GROUP LTD,Financial Services,$47M,1.3513513513513526
1584,SKO,SERKO LIMITED,Software & Services,$412M,0.6006006006006012
1585,SRV,SERVCORP LIMITED,Real Estate Management & Development,$481M,-2.594810379241515
1586,SSM,SERVICE STREAM LIMITED,Capital Goods,$967M,0.9615384615384552
1587,SWM,SEVEN WEST MEDIA LIMITED,Media & Entertainment,$231M,1.7241379310345035
1588,SGF,SG FLEET GROUP LIMITED,Commercial & Professional Services,$1B,0.2941176470588303
1589,SGH,SGH LIMITED,Capital Goods,$19B,2.2075055187638126
1590,SHA,SHAPE AUSTRALIA CORPORATION LIMITED,Capital Goods,$238M,-0.35211267605633056
1591,SSG,SHAVER SHOP GROUP LIMITED,Consumer Discretionary Distribution & Retail,$173M,-0.7575757575757582
1592,SFX,SHEFFIELD RESOURCES LIMITED,Materials,$63M,-5.8823529411764754
1593,SBW,SHEKEL BRAINWEIGH LTD,Software & Services,$5M,26.315789473684216
1594,SHJ,SHINE JUSTICE LTD,Consumer Services,$153M,0.0
1595,SHM,SHRIRO HOLDINGS LIMITED,Consumer Durables & Apparel,$72M,0.671140939597316
1596,SNX,SIERRA NEVADA GOLD INC.,Materials,$6M,5.555555555555561
1597,SSL,SIETEL LIMITED,Real Estate Management & Development,$78M,0.0
1598,SIG,SIGMA HEALTHCARE LIMITED,Health Care Equipment & Services,$4B,1.5209125475285186
1599,SLX,SILEX SYSTEMS LIMITED,Capital Goods,$1B,-0.3999999999999915
1600,SLH,SILK LOGISTICS HOLDINGS LIMITED,Transportation,$170M,0.4807692307692205
1601,SMG,SILVER METAL GROUP LIMITED,Materials,NaN,0.0
1602,SVL,SILVER MINES LIMITED,Materials,$142M,0.0
1603,SIS,SIMBLE SOLUTIONS LIMITED,Software & Services,$3M,0.0
1604,SIO,SIMONDS GROUP LIMITED,Consumer Durables & Apparel,$50M,0.0
1605,SGM,SIMS LIMITED,Materials,$2B,-0.08354218880534492
1606,SHG,SINGULAR HEALTH GROUP LTD,Health Care Equipment & Services,$67M,9.090909090909086
1607,SRI,SIPA RESOURCES LIMITED,Materials,$4M,-13.333333333333323
1608,SNG,SIREN GOLD LIMITED,Materials,$14M,1.5873015873015888
1609,SIT,SITE GROUP INTERNATIONAL LIMITED,Consumer Services,$7M,0.0
1610,SDR,SITEMINDER LIMITED,Software & Services,$2B,-5.320813771517995
1611,SIV,SIV CAPITAL LIMITED,Capital Goods,NaN,0.0
1612,SKN,SKIN ELEMENTS LIMITED,Household & Personal Products,$3M,0.0
1613,SKS,SKS TECHNOLOGIES GROUP LIMITED,Capital Goods,$199M,13.529411764705882
1614,SKY,SKY METALS LIMITED,Materials,$37M,1.3344026738283132e-14
1615,SKT,SKY NETWORK TELEVISION LIMITED.,Media & Entertainment,$341M,7.826086956521746
1616,SKC,SKYCITY ENTERTAINMENT GROUP LIMITED,Consumer Services,$958M,1.5503875968992262
1617,SPZ,SMART PARKING LIMITED,Commercial & Professional Services,$306M,1.1627906976744196
1618,SIQ,SMARTGROUP CORPORATION LTD,Commercial & Professional Services,$1B,1.5727391874180878
1619,SMP,SMARTPAY HOLDINGS LIMITED,Financial Services,$122M,-7.142857142857149
1620,SOC,SOCO CORPORATION LTD,Software & Services,$15M,0.0
1621,SLM,SOLIS MINERALS LTD.,Materials,$6M,-2.7397260273972437
1622,SLS,SOLSTICE MINERALS LIMITED,Materials,$16M,0.0
1623,SVR,SOLVAR LIMITED,Financial Services,$304M,-5.128205128205132
1624,SMM,SOMERSET MINERALS LIMITED,Materials,$3M,-7.692307692307686
1625,SOM,SOMNOMED LIMITED,Health Care Equipment & Services,$99M,4.069767441860469
1626,SHL,SONIC HEALTHCARE LIMITED,Health Care Equipment & Services,$13B,-0.7272727272727247
1627,SHP,SOUTH HARZ POTASH LTD,Materials,$10M,-9.090909090909085
1628,S32,SOUTH32 LIMITED,Materials,$15B,1.1904761904761916
1629,SXE,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,Capital Goods,$410M,-1.6025641025640969
1630,SXG,SOUTHERN CROSS GOLD LTD,Materials,$772M,1.7391304347826102
1631,SXL,SOUTHERN CROSS MEDIA GROUP LIMITED,Media & Entertainment,$148M,4.310344827586211
1632,SUH,SOUTHERN HEMISPHERE MINING LIMITED,Materials,$24M,-9.090909090909099
1633,SPD,SOUTHERN PALLADIUM LIMITED,Materials,$55M,0.0
1634,SVM,SOVEREIGN METALS LIMITED,Materials,$429M,3.5211267605633836
1635,SPA,SPACETALK LTD,Software & Services,$11M,3.1250000000000027
1636,SPN,SPARC TECHNOLOGIES LIMITED,Materials,$16M,16.666666666666682
1637,SPK,SPARK NEW ZEALAND LIMITED,Telecommunication Services,$5B,3.1007751937984525
1638,SPR,SPARTAN RESOURCES LIMITED,Materials,$2B,3.4482758620689773
1639,SPG,SPC GLOBAL HOLDINGS LTD,"Food, Beverage & Tobacco",$189M,6.499999999999995
1640,SP3,SPECTUR LIMITED,Technology Hardware & Equipment,$5M,0.0
1641,SPX,SPENDA LIMITED,Software & Services,$46M,5.555555555555561
1642,SEC,SPHERIA EMERGING COMPANIES LIMITED,Not Applic,$140M,4.932735426008963
1643,ST1,SPIRIT TECHNOLOGY SOLUTIONS LTD,Telecommunication Services,$115M,-3.9370078740157513
1644,SEG,SPORTS ENTERTAINMENT GROUP LIMITED,Media & Entertainment,$61M,0.0
1645,SHO,SPORTSHERO LIMITED,Media & Entertainment,$15M,5.555555555555561
1646,SIX,SPRINTEX LIMITED,Automobiles & Components,$34M,-6.1538461538461595
1647,SQX,SQX RESOURCES LIMITED,Materials,$3M,-5.747126436781599
1648,SRG,SRG GLOBAL LIMITED,Capital Goods,$788M,4.743083003952574
1649,SRJ,SRJ TECHNOLOGIES GROUP PLC,Energy,$22M,5.714285714285699
1650,SSH,SSH GROUP LTD,Energy,$6M,0.0
1651,SSR,SSR MINING INC.,Materials,$2B,2.7075812274368296
1652,SBM,ST BARBARA LIMITED,Materials,$217M,-26.271186440677962
1653,SGQ,ST GEORGE MINING LIMITED,Materials,NaN,0.0
1654,SMR,STANMORE RESOURCES LIMITED,Materials,$3B,0.6779661016949158
